Kadar Al2O3;Reactive SiO2 (Kaolinite, Clay,Ect);Fe2O3 (Hematite — INERT in NaOH);TiO2 (Rutile/Anatase — INERT);CaO (Calcium Oxide — INERT);MgO (Magnesium Oxide — INERT);Na2O (Sodium Oxide — INERT);K2O (Potassium Oxide — INERT);Cr2O3 (Chromium Oxide — INERT);Others;Alumunium Feed (Al) from bauxite   ;Alumunium in Recycled Spent Liquor  ;Alumunium Lost in Red Mud   ;Alumina Hydrate Seed;Alumunium Recovery Rate (From Feed) ;Pure Al(OH)3 (dry, precipitated)    ;NaOH Consumed (Net, Digestion)  ;Net Make-up NaOH Required (Recycled Spent Liquor)   ;CaOH Consumed (Net, Pre-Desilication)   ;CaOH2 Lost in Red Mud (Net, Clarification)  ;CaOH2  consumption (Net, Spent Liquor Conditioning) ;Total CaO consumed  ;CaO Addition in process ;Water Consumption (Pre-Decilication, Digestion, Precipitation)  ;Water added from redmud washing into conditioning   ;Water removed through evaporation   ;Wet Red Mud Discharge   ;-----;Bauxite Particle size ;Target Ca/Si Ratio in Pre-Desilication Slurry   ;Pre-Desilication Process Efficiency ;Digestion Efficiency of Bauxite   ;Steam Injected Into digester    ;Suhu Digester   ;L/S Ratio (Liquor-to-Solid in Digester) ;Target NaOH Solution Concentration in Digestion Tank    ;Digestion Steam Evaporation Loss    ;Steam Flashing Water release    ;Precipitation Temperature   ;Precipitation Yield (Al(OH)? from liquor)   ;Clarification Process Efficiency    ;Seed Alumino Hydrate Ratio  ;Free Moisture in Wet Alumina Hydrate    ;NaOH affected by carbonation    ;Wash Water Added to Red Mud (ton/ton RM)    ;Red Mud Wash Efficiency ;Spent Liquor Na2CO3 conversion efficiency   ;Minimum Causticity (Active NaOH/(NaOH+Na2CO3)   ;Total NaOH OPEX (per Hr)  ;Total CaO OPEX (Per Hr);Total OPEX;Al/Si Rati;Bauxite Feed Rate;Moisture in Bauxite;Dry Bauxite Feed rate
58.53%;7.87%;21.69%;1.34%;1.24%;0.91%;0.29%;0.26%;0.05%;7.82%;214.7084466;81.29374153;24.690022;804.795458;101.46%;629.7687188;302.0403518;27.30236687;37.9273997;0.0379274;9.443922526;35.85133267;25.53639312;434.5764907;513.2516281;483.0419145;388.5464837;;61.54540253;1.2;80.00%;99.09%;0.05;149.3850708;3;148.1020203;0.03;0.02;60.0563736;0.808883075;98.00%;2.154672146;0.1;0.1;2.5;80.00%;0.9;0.85;13651.18344;2688.84995;16340.03339;7.434377276;1000;0.2;800
49.72%;6.32%;21.36%;0.46%;1.26%;0.35%;0.21%;0.49%;0.02%;19.81%;247.8082086;55.77956519;47.43988536;687.148939;84.92%;608.3564043;340.9646704;14.01774104;74.5617709;0.074561771;18.56588095;70.48041452;53.44057883;562.7278431;781.0358426;646.7521837;589.2454904;;57.96503067;1.2;80.00%;99.98%;0.05;144.6422119;3;158.2950287;0.03;0.02;61.76981735;0.778207359;98.00%;2.428783417;0.1;0.1;2.5;80.00%;0.9;0.85;7008.870521;5286.031089;12294.90161;7.872590347;1000;0.2;800
56.15%;7.31%;19.12%;0.57%;0.25%;0.26%;0.20%;0.37%;0.07%;15.70%;210.5149345;53.96589901;38.14712154;682.1151813;85.28%;519.0470684;293.1548893;66.95588427;59.8150377;0.059815038;14.89394439;56.54088685;32.47549606;465.7124984;672.6286366;605.8352367;507.6381774;;66.60497284;1.2;80.00%;99.94%;0.05;143.3306732;3;159.3258362;0.03;0.02;56.69251251;0.769370317;98.00%;2.863108873;0.1;0.1;2.5;80.00%;0.9;0.85;33477.94214;4240.566514;37718.50865;7.685935407;1000;0.2;800
49.91%;1.74%;19.54%;0.28%;0.52%;0.27%;0.15%;0.55%;0.14%;26.90%;237.7382027;54.93550408;44.07297788;886.067159;82.13%;564.4595008;330.3999309;56.82207242;69.19064315;0.069190643;17.22847014;65.40329114;52.16841736;522.0128128;684.6717547;587.7939214;516.9177797;;70.44919586;1.2;80.00%;98.70%;0.05;144.8540955;3;140.8665466;0.03;0.02;57.52693558;0.794384115;98.00%;2.294463634;0.1;0.1;2.5;80.00%;0.9;0.85;28411.03621;4905.246836;33316.28304;28.75200282;1000;0.2;800
62.67%;1.90%;13.37%;0.28%;0.69%;0.63%;0.26%;0.09%;0.06%;20.04%;211.2924661;62.67071672;11.27819631;668.388038;97.02%;592.6744512;304.0785021;-11.17387163;16.43845633;0.016438456;4.093175627;15.5386494;-1.678473071;336.1388893;427.6143657;509.9157918;324.2384219;;53.96635056;1.2;80.00%;96.53%;0.05;144.9594269;3;145.7789307;0.03;0.02;63.6564827;0.790616762;98.00%;2.620026588;0.1;0.1;2.5;80.00%;0.9;0.85;5586.935813;1165.398705;6752.334518;33.06578619;1000;0.2;800
50.95%;4.92%;21.37%;1.66%;1.12%;0.51%;0.22%;0.54%;0.09%;18.62%;265.3130772;57.27608244;12.3839051;864.4151773;89.06%;683.12083;374.3943734;27.14239005;17.94836639;0.017948366;4.469143232;16.96591012;8.33371846;383.878759;357.6539349;446.3274569;271.9645731;;52.75576401;1.2;80.00%;99.94%;0.05;141.1618958;3;147.5656433;0.03;0.02;58.7919426;0.759474397;98.00%;2.65036726;0.1;0.1;2.5;80.00%;0.9;0.85;13571.19502;1272.443259;14843.63828;10.36127134;1000;0.2;800
49.30%;3.68%;22.37%;0.62%;0.44%;0.56%;0.03%;0.30%;0.13%;22.56%;215.7205422;67.45733936;30.00987;801.7411959;89.86%;560.410088;304.8966122;40.74739481;46.57185952;0.04657186;11.59639302;44.02261272;31.68590804;434.949767;628.1521361;603.4820811;474.5040318;;63.83797073;1.2;80.00%;99.50%;0.05;145.3961945;3;144.4620209;0.03;0.02;58.69609451;0.784485824;98.00%;2.450754881;0.1;0.1;2.5;80.00%;0.9;0.85;20373.6974;3301.695954;23675.39336;13.38915615;1000;0.2;800
50.92%;6.78%;22.02%;1.30%;1.22%;0.81%;0.04%;0.29%;0.11%;16.50%;208.7263168;65.55764245;22.71588209;717.8377598;94.44%;569.8702332;296.9775595;24.42171408;34.87137932;0.034871379;8.682973451;32.96259249;20.7095977;394.7942315;567.8674248;579.7284392;429.2723335;;68.93350983;1.2;80.00%;98.89%;0.05;141.0820923;3;147.0434418;0.03;0.02;58.36146545;0.78492696;98.00%;2.764498711;0.1;0.1;2.5;80.00%;0.9;0.85;12210.85704;2472.194437;14683.05148;7.50991743;1000;0.2;800
52.92%;4.78%;14.63%;2.82%;0.81%;0.38%;0.23%;0.39%;0.10%;22.93%;215.5904531;58.25428917;40.90504145;798.465555;85.85%;535.1096135;296.2982677;43.03471161;64.21544346;0.064215443;15.98964542;60.70042355;44.39728286;489.3190182;732.5935759;641.6895069;552.6354067;;54.32377625;1.2;80.00%;94.95%;0.05;144.2912598;3;141.2234802;0.03;0.02;53.01617813;0.786466614;98.00%;2.362068653;0.1;0.1;2.5;80.00%;0.9;0.85;21517.35581;4552.531766;26069.88757;11.06666161;1000;0.2;800
62.65%;3.66%;23.18%;2.78%;0.87%;0.54%;0.25%;0.31%;0.10%;5.65%;224.0735993;54.56616081;29.15767645;675.151131;84.77%;549.1547165;302.7499015;24.19951747;45.29175843;0.045291758;11.27764785;42.8125817;24.24324237;424.9425632;566.0222132;551.5182884;427.7655307;;67.13763428;1.2;80.00%;99.72%;0.05;141.2034454;3;153.5174866;0.03;0.02;52.33292389;0.811382529;98.00%;2.409747124;0.1;0.1;2.5;80.00%;0.9;0.85;12099.75873;3210.943628;15310.70236;17.1255241;1000;0.2;800
61.20%;7.35%;15.41%;2.38%;1.04%;0.47%;0.05%;0.57%;0.14%;11.40%;265.2663411;55.51687534;22.76468425;809.7399005;90.91%;697.1580063;381.2434056;34.85842623;34.64841707;0.034648417;8.627455851;32.75183473;17.2680832;453.2706956;612.4715503;630.1281665;463.07384;;54.15759277;1.2;80.00%;96.68%;0.05;146.5390167;3;150.4468842;0.03;0.02;52.21609879;0.81420416;98.00%;2.20156312;0.1;0.1;2.5;80.00%;0.9;0.85;17429.21311;2456.387605;19885.60072;8.329877787;1000;0.2;800
49.68%;2.07%;17.40%;1.71%;0.97%;0.37%;0.10%;0.38%;0.08%;27.24%;259.1252528;60.90993306;44.39764373;728.0331632;85.84%;643.0923342;351.0937295;31.40472218;69.58509619;0.069585096;17.32668895;65.77615264;50.9966617;559.4736526;691.7445133;568.1293938;522.3269949;;60.48918533;1.2;80.00%;100.00%;0.05;140.1557007;3;148.9591827;0.03;0.02;53.54200745;0.81491331;98.00%;2.848257542;0.1;0.1;2.5;80.00%;0.9;0.85;15702.36109;4933.211448;20635.57254;23.95931778;1000;0.2;800
55.25%;3.15%;21.26%;1.99%;0.47%;0.30%;0.15%;0.56%;0.13%;16.75%;210.3239774;55.22067901;13.23798773;810.3145058;97.21%;591.0850546;305.5622134;28.20281591;19.63629107;0.019636291;4.889436477;18.56144131;-2.3286973;347.3315375;420.6728317;491.5349626;318.8594768;;71.6875;1.2;80.00%;97.42%;0.05;141.4967804;3;159.7384186;0.03;0.02;62.22724915;0.808965695;98.00%;2.767028809;0.1;0.1;2.5;80.00%;0.9;0.85;14101.40796;1392.108098;15493.51605;17.53734327;1000;0.2;800
61.61%;5.63%;14.72%;1.86%;1.31%;0.80%;0.24%;0.38%;0.12%;13.32%;233.9250656;50.53286066;19.61623964;819.1830843;89.58%;605.7936688;328.9412997;68.16561831;29.83720101;0.029837201;7.42946305;28.20397463;20.76180592;392.688136;563.4600515;604.9607703;425.9533571;;64.18437958;1.2;80.00%;96.35%;0.05;144.0783997;3;150.2813873;0.03;0.02;50.00019073;0.767166211;98.00%;2.065809727;0.1;0.1;2.5;80.00%;0.9;0.85;34082.80915;2115.298097;36198.10725;10.93623166;1000;0.2;800
55.79%;6.80%;21.75%;0.55%;1.16%;0.39%;0.14%;0.44%;0.04%;12.95%;260.836019;53.71167555;34.30523075;666.4898119;80.73%;608.7375101;357.1001525;38.49704569;53.35129734;0.053351297;13.28447304;50.43095821;34.37319262;482.8733361;594.6083498;562.9753697;449.5221283;;60.11022186;1.2;80.00%;98.75%;0.05;144.703476;3;159.6144257;0.03;0.02;60.25056458;0.82442357;98.00%;2.165826559;0.1;0.1;2.5;80.00%;0.9;0.85;19248.52285;3782.321865;23030.84471;8.208158763;1000;0.2;800
51.06%;3.56%;20.53%;1.72%;1.38%;0.74%;0.18%;0.25%;0.11%;20.47%;236.2074667;68.38593966;41.12271613;696.2521785;92.62%;632.4966895;326.0566783;42.37489581;64.37140623;0.064371406;16.02848015;60.84784923;41.52301333;535.1368762;713.2353575;593.982772;538.4158841;;63.85402298;1.2;80.00%;99.87%;0.05;144.5895844;3;141.5258484;0.03;0.02;68.33222961;0.777023787;98.00%;2.256189346;0.1;0.1;2.5;80.00%;0.9;0.85;21187.44791;4563.588692;25751.0366;14.35718691;1000;0.2;800
60.81%;6.06%;24.41%;2.03%;0.74%;0.33%;0.24%;0.19%;0.10%;5.10%;216.1866422;50.92568429;21.95279923;641.5569707;88.23%;551.4584469;309.4372702;7.726447022;33.68252374;0.033682524;8.386948412;31.8388124;8.7201295;382.1525477;548.8870914;587.6055649;415.0395934;;63.95547867;1.2;80.00%;98.24%;0.05;142.0984497;3;158.1889496;0.03;0.02;50.69400024;0.733822957;98.00%;2.424262524;0.1;0.1;2.5;80.00%;0.9;0.85;3863.223511;2387.91093;6251.134441;10.03264292;1000;0.2;800
58.06%;6.32%;16.65%;0.94%;0.29%;0.40%;0.07%;0.60%;0.02%;16.65%;257.4453749;58.74535064;36.84070452;799.2006396;79.41%;591.0651577;357.5411715;89.05634473;57.40039245;0.057400392;14.29269772;54.25841426;42.01227276;489.9530765;745.1262829;706.2896679;562.3570351;;65.17285156;1.2;80.00%;98.57%;0.05;149.2545471;3;151.0507202;0.03;0.02;62.21365738;0.821159084;98.00%;2.555566788;0.1;0.1;2.5;80.00%;0.9;0.85;44528.17237;4069.381069;48597.55343;9.187623957;1000;0.2;800
56.71%;4.85%;18.01%;0.34%;0.58%;0.38%;0.08%;0.30%;0.14%;18.62%;245.8137952;78.70736143;38.39534436;875.2880453;95.72%;680.2171704;340.9252438;-1.457404351;59.84779627;0.059847796;14.90210127;56.57185228;43.44277026;539.989659;618.949567;505.6664929;467.9733702;;71.82038116;1.2;80.00%;99.92%;0.05;146.7401581;3;140.861145;0.03;0.02;66.11004639;0.767230036;98.00%;2.346963167;0.1;0.1;2.5;80.00%;0.9;0.85;728.7021754;4242.888921;4971.591097;11.70234595;1000;0.2;800
61.93%;4.93%;23.71%;2.08%;0.77%;0.91%;0.01%;0.13%;0.11%;5.42%;240.0837683;55.92101059;29.63929498;734.8484886;85.67%;594.6275035;341.1503653;31.21103777;45.89178908;0.045891789;11.42705548;43.37976792;27.52108567;447.8760448;544.8216713;537.1628954;412.0724495;;74.71894073;1.2;80.00%;97.43%;0.05;144.5546112;3;153.7180786;0.03;0.02;65.8082962;0.746440634;98.00%;2.026868343;0.1;0.1;2.5;80.00%;0.9;0.85;15605.51889;3253.482594;18859.00148;12.56250005;1000;0.2;800
60.97%;2.77%;17.03%;0.56%;0.54%;0.54%;0.24%;0.43%;0.05%;16.87%;262.2073926;66.77814563;30.24160567;691.1717618;83.74%;634.8107926;364.8362788;63.31699674;46.68893617;0.046688936;11.62554511;44.13328084;29.38074093;469.2843998;695.8257288;684.1607919;525.5638885;;50.35378265;1.2;80.00%;96.91%;0.05;148.0249786;3;155.0028229;0.03;0.02;53.13322067;0.748009636;98.00%;2.626250267;0.1;0.1;2.5;80.00%;0.9;0.85;31658.49837;3309.996063;34968.49443;22.00994241;1000;0.2;800
60.73%;3.33%;23.78%;1.90%;0.86%;0.81%;0.28%;0.41%;0.03%;7.86%;258.1384936;79.3919668;17.58713437;916.6047668;90.08%;672.2415835;363.1067558;44.91993227;26.23487431;0.026234874;6.532483704;24.79883182;11.71964923;410.0347394;462.2167358;512.3794171;350.5763948;;62.08303452;1.2;80.00%;100.00%;0.05;141.3558807;3;158.0813599;0.03;0.02;52.20575333;0.810716143;98.00%;2.894155025;0.1;0.1;2.5;80.00%;0.9;0.85;22459.96613;1859.912386;24319.87852;18.25492446;1000;0.2;800
56.31%;2.38%;18.39%;2.39%;0.30%;0.46%;0.29%;0.33%;0.10%;19.05%;257.1008596;83.40912068;20.89675119;1041.463072;100.50%;746.9971782;371.1593449;22.2365734;31.50421128;0.031504211;7.844548608;29.77973623;17.96625608;464.520469;594.0901958;587.3704655;449.5563608;;59.49069214;1.2;80.00%;98.61%;0.05;143.405899;3;159.6459961;0.03;0.02;63.41758347;0.81499404;98.00%;2.201515913;0.1;0.1;2.5;80.00%;0.9;0.85;11118.2867;2233.480217;13351.76692;23.66955778;1000;0.2;800
56.11%;6.90%;16.19%;2.74%;1.10%;0.75%;0.18%;0.24%;0.12%;15.67%;238.4257696;65.5303571;15.17483243;703.4388718;97.10%;669.3147203;341.6324163;31.24789396;22.53243733;0.022532437;5.610576895;21.29905854;12.97185444;394.8429557;475.1651797;522.7869249;360.0705499;;53.22797012;1.2;80.00%;99.73%;0.05;142.8779602;3;158.5729523;0.03;0.02;56.85889435;0.760984934;98.00%;2.026993752;0.1;0.1;2.5;80.00%;0.9;0.85;15623.94698;1597.42939;17221.37637;8.130723237;1000;0.2;800
54.34%;4.98%;13.42%;0.86%;0.97%;0.84%;0.18%;0.40%;0.03%;23.99%;237.566904;57.19224602;41.70339155;631.5830787;82.39%;565.884609;330.7129525;53.95112227;65.3584708;0.065358471;16.27425923;61.78088395;48.81330874;508.178991;661.0004667;579.5993431;499.2106088;;73.93661499;1.2;80.00%;99.98%;0.05;142.6113281;3;140.1702881;0.03;0.02;69.57421112;0.793647186;98.00%;2.868597507;0.1;0.1;2.5;80.00%;0.9;0.85;26975.56113;4633.566296;31609.12743;10.91166604;1000;0.2;800
55.79%;6.15%;24.67%;2.41%;0.60%;0.90%;0.17%;0.18%;0.09%;9.04%;230.0712741;65.67812344;30.42801169;902.6610484;92.22%;613.4136402;326.0907905;-9.996773055;47.16463251;0.047164633;11.74399349;44.58293854;24.54147222;461.5668445;492.8827607;455.9522566;373.2422142;;55.09802246;1.2;80.00%;93.16%;0.05;145.1627045;3;152.6916351;0.03;0.02;66.02139282;0.726466149;98.00%;2.674836159;0.1;0.1;2.5;80.00%;0.9;0.85;4998.386528;3343.720391;8342.106918;9.074684443;1000;0.2;800
50.70%;1.60%;16.13%;1.33%;0.76%;0.30%;0.19%;0.19%;0.12%;28.68%;236.2051955;59.53237729;37.22892193;800.3889469;76.33%;521.2537046;310.7014706;85.49853836;58.22413386;0.058224134;14.49780933;55.03706577;41.43099164;460.647328;807.0611499;761.7157083;608.53441;;60.90192795;1.2;80.00%;99.98%;0.05;144.3637848;3;147.9904938;0.03;0.02;66.1087265;0.746934668;98.00%;2.139152765;0.1;0.1;2.5;80.00%;0.9;0.85;42749.26918;4127.779933;46877.04911;31.62264207;1000;0.2;800
51.40%;7.44%;16.68%;1.45%;1.05%;0.69%;0.27%;0.49%;0.01%;20.52%;214.6496983;71.93992412;10.56110961;657.2338443;95.21%;590.8103623;313.3211546;28.6057076;15.18368736;0.015183687;3.780738152;14.35256387;-2.678109749;330.6448521;367.8228238;464.2024932;279.4885114;;61.47829056;1.2;80.00%;99.26%;0.05;140.0429993;3;143.190094;0.03;0.02;50.18518829;0.746418071;98.00%;2.45138979;0.1;0.1;2.5;80.00%;0.9;0.85;14302.8538;1076.44229;15379.29609;6.911728526;1000;0.2;800
53.74%;4.59%;16.68%;2.34%;0.99%;0.55%;0.16%;0.25%;0.13%;20.59%;217.6014462;73.70505956;44.8273217;760.2709343;85.98%;540.8698221;298.3474062;20.66488907;70.42392533;0.070423925;17.53555741;66.56906602;55.34713911;515.9079014;678.7526994;560.3885753;512.4735827;;64.08628845;1.2;80.00%;96.20%;0.05;145.5987091;3;145.2440491;0.03;0.02;55.35877228;0.823379077;98.00%;2.350034714;0.1;0.1;2.5;80.00%;0.9;0.85;10332.44454;4992.679951;15325.12449;11.71227613;1000;0.2;800
55.91%;6.91%;21.06%;2.71%;1.01%;0.58%;0.29%;0.39%;0.04%;11.10%;227.5102224;67.65103478;28.09206306;720.8908792;94.42%;621.0284862;311.9010049;21.23069801;43.45149615;0.043451496;10.81942254;41.07305156;19.93567959;451.0500976;573.624376;534.4645257;433.6194562;;65.10405731;1.2;80.00%;98.99%;0.05;140.6115112;3;145.2624207;0.03;0.02;62.51800537;0.800747958;98.00%;2.568996906;0.1;0.1;2.5;80.00%;0.9;0.85;10615.349;3080.478867;13695.82787;8.091709394;1000;0.2;800
60.66%;2.79%;16.09%;0.98%;1.14%;0.86%;0.12%;0.41%;0.13%;16.81%;236.6986508;50.33824708;41.71300465;773.3824735;83.94%;574.4109385;327.1547698;42.58715083;65.43357187;0.065433572;16.2929594;61.85187413;45.66468578;512.6470798;743.016103;652.3996266;560.4955497;;68.9129715;1.2;80.00%;95.66%;0.05;143.1831512;3;154.4785919;0.03;0.02;58.43152618;0.765568812;98.00%;2.022666693;0.1;0.1;2.5;80.00%;0.9;0.85;21293.57542;4638.89056;25932.46598;21.7112686;1000;0.2;800
60.55%;5.01%;14.84%;0.66%;0.44%;0.73%;0.15%;0.19%;0.08%;17.36%;256.8263477;53.49088663;17.60626978;640.0669739;83.81%;622.2679992;356.6554977;75.22245606;26.46058846;0.026460588;6.588686526;25.01219084;3.568048104;387.5205015;472.3465713;543.8681688;357.7728715;;51.02019119;1.2;80.00%;97.63%;0.05;149.1894073;3;158.7316284;0.03;0.02;62.3008461;0.786195523;98.00%;2.323005676;0.1;0.1;2.5;80.00%;0.9;0.85;37611.22803;1875.914313;39487.14234;12.09044934;1000;0.2;800
51.19%;2.94%;12.26%;1.86%;0.49%;0.85%;0.28%;0.28%;0.05%;29.81%;256.3459644;70.50093685;30.69345053;790.577507;89.66%;664.4574161;356.8470847;47.42051219;47.42738349;0.047427383;11.80941849;44.83130709;36.39888607;486.0733273;530.2951814;491.4970873;401.4505025;;74.01325989;1.2;80.00%;100.00%;0.05;148.1345825;3;153.3393707;0.03;0.02;51.1411972;0.766476786;98.00%;2.472417355;0.1;0.1;2.5;80.00%;0.9;0.85;23710.2561;3362.348032;27072.60413;17.43325273;1000;0.2;800
51.20%;3.12%;21.40%;1.59%;0.66%;0.49%;0.24%;0.25%;0.12%;20.94%;216.7377354;67.27583077;18.38011775;751.2766339;93.75%;587.4424076;312.495731;23.93206083;27.8100153;0.027810015;6.924693811;26.28775286;13.42162788;376.8687837;388.6237837;433.9758586;295.0623496;;71.19049072;1.2;80.00%;98.95%;0.05;147.795105;3;145.2370911;0.03;0.02;63.36550522;0.819557608;98.00%;2.826148987;0.1;0.1;2.5;80.00%;0.9;0.85;11966.03042;1971.581465;13937.61188;16.41565146;1000;0.2;800
54.72%;7.55%;15.18%;1.90%;1.29%;0.72%;0.04%;0.48%;0.04%;18.08%;216.759867;66.23576264;19.43835825;849.5395074;98.76%;618.8730423;308.8307218;-0.145497414;29.53696553;0.029536966;7.354704417;27.92017342;17.45826385;397.8049489;542.5627069;559.6417391;410.4256727;;68.96083069;1.2;80.00%;98.62%;0.05;142.3395844;3;154.2567902;0.03;0.02;64.94652557;0.761170096;98.00%;2.667975664;0.1;0.1;2.5;80.00%;0.9;0.85;72.74870714;2094.013007;2166.761714;7.249864797;1000;0.2;800
56.30%;1.85%;16.79%;0.60%;0.79%;0.73%;0.13%;0.59%;0.15%;22.08%;231.6773129;51.3955987;45.44523817;790.3213183;79.09%;529.7660587;316.8644055;79.50735949;71.48233372;0.071482334;17.7991011;67.56953933;51.77335846;514.2367382;673.3713062;573.9812202;508.2040025;;50.35709;1.2;80.00%;97.05%;0.05;141.1130524;3;150.4221344;0.03;0.02;67.53204346;0.752787316;98.00%;2.99291563;0.1;0.1;2.5;80.00%;0.9;0.85;39753.67975;5067.71545;44821.3952;30.46714286;1000;0.2;800
52.96%;7.56%;13.44%;0.62%;0.98%;0.34%;0.16%;0.17%;0.11%;23.67%;238.3503911;61.42657215;12.02288823;932.2753603;88.05%;606.7609172;337.7093163;44.87555313;17.49964597;0.017499646;4.357411847;16.54175172;-3.209815679;346.6111715;417.9377512;518.3121283;317.0620856;;68.25611115;1.2;80.00%;99.84%;0.05;147.7726593;3;149.1339569;0.03;0.02;52.88827896;0.738478343;98.00%;2.340725899;0.1;0.1;2.5;80.00%;0.9;0.85;22437.77657;1240.631379;23678.40794;7.002726892;1000;0.2;800
58.25%;7.42%;21.34%;0.42%;0.78%;0.32%;0.28%;0.19%;0.09%;10.91%;224.2358636;73.47471263;45.60380781;743.7819515;84.77%;549.5127049;309.3747856;36.88602277;71.62803008;0.07162803;17.83537949;67.70726057;56.66187894;524.186264;606.5088021;488.6068355;458.352557;;73.14980316;1.2;80.00%;99.35%;0.05;141.9624786;3;151.1214752;0.03;0.02;63.04632187;0.811993892;98.00%;2.773929119;0.1;0.1;2.5;80.00%;0.9;0.85;18443.01139;5078.044543;23521.05593;7.852595787;1000;0.2;800
54.12%;2.53%;21.91%;2.83%;1.05%;0.45%;0.21%;0.19%;0.09%;16.61%;246.6313755;71.51462835;44.83015309;934.8869795;91.20%;650.2755372;341.3994937;24.8558996;70.25547997;0.07025548;17.49361451;66.409841;46.71992735;565.8601914;726.3774634;586.2507882;548.3596591;;51.56065369;1.2;80.00%;94.92%;0.05;148.21492;3;159.0340881;0.03;0.02;60.52676773;0.762840581;98.00%;2.344122648;0.1;0.1;2.5;80.00%;0.9;0.85;12427.9498;4980.738075;17408.68788;21.37757755;1000;0.2;800
62.34%;7.19%;12.58%;0.71%;1.01%;0.79%;0.26%;0.14%;0.07%;14.91%;229.1257497;56.60173442;15.9649033;687.4436532;85.83%;568.5172564;315.697138;69.14650793;23.97510574;0.023975106;5.969801329;22.66275828;1.076540853;353.525573;573.4082609;648.290824;433.462017;;52.44552612;1.2;80.00%;100.00%;0.05;149.266098;3;147.5487366;0.03;0.02;68.01745605;0.775886752;98.00%;2.640318871;0.1;0.1;2.5;80.00%;0.9;0.85;34573.25397;1699.706871;36272.96084;8.665195629;1000;0.2;800
58.52%;2.95%;15.81%;2.79%;1.13%;0.79%;0.26%;0.31%;0.08%;17.36%;263.9570215;65.34480975;43.56833992;919.2526566;85.33%;651.1701338;369.788365;21.50770664;68.13966121;0.068139661;16.96677564;64.40983777;51.86702379;558.252623;581.0761745;475.3986982;439.5247412;;60.18153;1.2;80.00%;100.00%;0.05;143.4729004;3;148.8680573;0.03;0.02;61.87932205;0.735595521;98.00%;2.263065815;0.1;0.1;2.5;80.00%;0.9;0.85;10753.85332;4830.737833;15584.59115;19.82872511;1000;0.2;800
57.13%;5.33%;23.24%;1.82%;0.92%;0.47%;0.04%;0.47%;0.08%;10.49%;247.7760585;69.79909623;18.60227571;760.3835607;88.45%;633.5765584;358.456381;54.71155568;27.95179296;0.027951793;6.959996448;26.42176991;4.600601595;398.6863909;461.0465578;520.9860545;349.5073583;;53.9776001;1.2;80.00%;99.13%;0.05;148.5189209;3;140.483963;0.03;0.02;58.85536957;0.768996389;98.00%;2.318099022;0.1;0.1;2.5;80.00%;0.9;0.85;27355.77784;1981.632743;29337.41058;10.71563877;1000;0.2;800
55.81%;1.73%;23.86%;2.03%;0.92%;0.26%;0.24%;0.46%;0.05%;14.63%;241.8890414;83.63686687;32.60447401;800.0482791;93.20%;651.724608;339.8449768;8.867000786;50.49440412;0.050494404;12.57310663;47.73044538;35.14476601;491.5000529;685.7524627;625.7735367;518.0606347;;74.80568695;1.2;80.00%;100.00%;0.05;146.0972443;3;147.0819397;0.03;0.02;60.35780716;0.784114357;98.00%;2.273275614;0.1;0.1;2.5;80.00%;0.9;0.85;4433.500393;3579.783404;8013.283797;32.22012273;1000;0.2;800
62.36%;1.55%;21.73%;0.97%;0.50%;0.86%;0.13%;0.30%;0.07%;11.54%;236.2924094;72.50437405;11.40718077;745.7245326;97.83%;668.3181477;345.070295;37.73079373;16.40467773;0.016404678;4.084764756;15.50671977;-1.37122196;371.1734333;511.451785;587.3714885;387.2611753;;52.19517517;1.2;80.00%;97.06%;0.05;144.756958;3;153.4610596;0.03;0.02;63.70825195;0.776694368;98.00%;2.772539616;0.1;0.1;2.5;80.00%;0.9;0.85;18865.39686;1163.003983;20028.40085;40.33877227;1000;0.2;800
53.56%;5.78%;16.81%;0.38%;1.22%;0.76%;0.29%;0.45%;0.07%;20.68%;264.0231133;68.45988646;10.37800132;947.9755419;91.63%;699.3900055;375.5398751;40.34152301;14.64078606;0.014640786;3.645555729;13.83937986;6.798821628;378.6211082;487.1386045;581.7008397;369.2310499;;74.48434448;1.2;80.00%;100.00%;0.05;140.6015167;3;150.3444214;0.03;0.02;54.70611572;0.759350896;98.00%;2.250667572;0.1;0.1;2.5;80.00%;0.9;0.85;20170.7615;1037.953489;21208.71499;9.267855199;1000;0.2;800
54.37%;4.02%;16.66%;2.82%;0.79%;0.40%;0.07%;0.37%;0.02%;20.49%;226.7824806;74.63829583;35.14583247;724.6035234;90.19%;591.3071118;318.90686;24.31372272;54.73629336;0.054736293;13.62933705;51.74014242;39.27145772;480.1623128;578.6572223;515.7598991;437.5923117;;67.372612;1.2;80.00%;92.93%;0.05;148.0259705;3;159.9553833;0.03;0.02;60.90007782;0.803823305;98.00%;2.442545414;0.1;0.1;2.5;80.00%;0.9;0.85;12156.86136;3880.510681;16037.37204;13.53691285;1000;0.2;800
