Kadar Al2O3;Reactive SiO2 (Kaolinite, Clay,Ect);Fe2O3 (Hematite — INERT in NaOH);TiO2 (Rutile/Anatase — INERT);CaO (Calcium Oxide — INERT);MgO (Magnesium Oxide — INERT);Na2O (Sodium Oxide — INERT);K2O (Potassium Oxide — INERT);Cr2O3 (Chromium Oxide — INERT);Others;Alumunium Feed (Al) from bauxite   ;Alumunium in Recycled Spent Liquor  ;Alumunium Lost in Red Mud   ;Alumina Hydrate Seed;Alumunium Recovery Rate (From Feed) ;Pure Al(OH)3 (dry, precipitated)    ;NaOH Consumed (Net, Digestion)  ;Net Make-up NaOH Required (Recycled Spent Liquor)   ;CaOH Consumed (Net, Pre-Desilication)   ;CaOH2 Lost in Red Mud (Net, Clarification)  ;CaOH2  consumption (Net, Spent Liquor Conditioning) ;Total CaO consumed  ;CaO Addition in process ;Water Consumption (Pre-Decilication, Digestion, Precipitation)  ;Water added from redmud washing into conditioning   ;Water removed through evaporation   ;Wet Red Mud Discharge   ;-----;Bauxite Particle size ;Target Ca/Si Ratio in Pre-Desilication Slurry   ;Pre-Desilication Process Efficiency ;Digestion Efficiency of Bauxite   ;Steam Injected Into digester    ;Suhu Digester   ;L/S Ratio (Liquor-to-Solid in Digester) ;Target NaOH Solution Concentration in Digestion Tank    ;Digestion Steam Evaporation Loss    ;Steam Flashing Water release    ;Precipitation Temperature   ;Precipitation Yield (Al(OH)? from liquor)   ;Clarification Process Efficiency    ;Seed Alumino Hydrate Ratio  ;Free Moisture in Wet Alumina Hydrate    ;NaOH affected by carbonation    ;Wash Water Added to Red Mud (ton/ton RM)    ;Red Mud Wash Efficiency ;Spent Liquor Na2CO3 conversion efficiency   ;Minimum Causticity (Active NaOH/(NaOH+Na2CO3)   ;Total NaOH OPEX (per Hr)  ;Total CaO OPEX (Per Hr);Total OPEX;Al/Si Rati;Bauxite Feed Rate;Moisture in Bauxite;Dry Bauxite Feed rate
59.00%;3.17%;22.20%;2.10%;1.24%;0.60%;0.22%;0.54%;0.06%;10.88%;249.7952138;59.2634838;19.8476899;5640.6530038;93.29%;673.7073857;359.2960654;21.8239246;30.0217833;0.0000000;7.4754240;28.3784533;12.8236603;508.1945998;567.1666235;513.6424813;428.9714564;;59.6875;1.2;80.00%;99.57%;0.05;145.9309692;3;142.9282532;0.03;0.02;53.27296448;0.810265498;98.00%;2.517886639;0.1;0.1;2.5;80.00%;0.9;0.85;10911.9622946;2128.3839974;13040.3462920;18.6119874;1000;0.2;800
61.95%;3.01%;23.85%;1.64%;0.89%;0.28%;0.29%;0.11%;0.10%;7.87%;262.2849745;79.9204634;19.0441785;6710.8846867;94.17%;714.0597121;379.5771157;32.4111036;28.5064883;0.0000000;7.0981156;26.9461023;14.4757153;517.0895492;563.7131318;516.6069107;426.8021746;;50.23669434;1.2;80.00%;99.94%;0.05;141.2013702;3;155.2291107;0.03;0.02;62.10036087;0.767864206;98.00%;2.709280014;0.1;0.1;2.5;80.00%;0.9;0.85;16205.5518144;2020.9576758;18226.5094902;20.5813953;1000;0.2;800
58.51%;3.83%;15.10%;2.40%;1.24%;0.42%;0.03%;0.08%;0.02%;18.37%;247.7206434;60.7020796;23.7183143;5726.7959376;91.75%;657.0965802;353.2841664;42.8871730;36.2723754;0.1121862;9.0318215;34.2869010;17.5589335;540.9675553;482.2994760;390.3841902;365.3869802;;63.49508667;1.2;80.00%;99.28%;0.05;143.566452;3;158.8878021;0.03;0.02;55.07695007;0.802106898;98.00%;2.544896364;0.1;0.1;2.5;80.00%;0.9;0.85;21443.5864776;2571.5175742;24015.1040518;15.2767624;1000;0.2;800
58.81%;2.04%;19.49%;1.95%;1.01%;0.40%;0.25%;0.12%;0.08%;15.84%;248.9907885;93.6190439;13.3369743;5290.8218958;94.38%;679.3968160;358.0975959;38.3396108;19.3200120;0.0590054;4.8106830;18.2624747;6.5562988;440.8846816;465.0391053;481.5737640;352.8673233;;59.08239746;1.2;80.00%;98.63%;0.05;140.4669037;3;155.3537292;0.03;0.02;69.57317352;0.726790511;98.00%;2.161355495;0.1;0.1;2.5;80.00%;0.9;0.85;19169.8053996;1369.6856009;20539.4910004;28.8284314;1000;0.2;800
53.95%;7.95%;13.55%;1.77%;1.50%;0.83%;0.11%;0.41%;0.11%;19.83%;228.4144370;50.5881496;47.8015693;6419.5695170;83.57%;551.8638691;314.8484406;45.2880168;75.2912232;0.2530603;18.7475146;71.1699381;45.0385172;747.7829640;656.3089461;318.5149338;495.5064388;;50.6420784;1.2;80.00%;100.00%;0.05;142.6399536;3;157.5473022;0.03;0.02;54.79665756;0.803411030;98.00%;2.982203484;0.1;0.1;2.5;80.00%;0.9;0.85;22644.0083985;5337.7453564;27981.7537548;6.7861635;1000;0.2;800
62.35%;3.99%;15.28%;1.92%;0.69%;0.69%;0.11%;0.55%;0.15%;14.29%;263.9785014;92.3675573;24.8434778;7160.9889987;91.33%;697.0250454;374.6392161;5.6316749;37.7876705;0.0000000;9.4091300;35.7192519;23.1068785;569.5153353;505.0360096;399.2579699;382.8835931;;60.17482758;1.2;80.00%;98.70%;0.05;143.9191742;3;141.0610199;0.03;0.02;68.18864441;0.734812395;98.00%;2.758439541;0.1;0.1;2.5;80.00%;0.9;0.85;2815.8374686;2678.9438958;5494.7813645;15.6265664;1000;0.2;800
51.02%;5.56%;24.43%;1.85%;0.29%;0.34%;0.05%;0.14%;0.05%;16.27%;216.0093527;44.3272582;33.6569887;4908.5220676;83.71%;522.7472912;290.6618117;39.9004933;52.6565032;0.2005649;13.1114693;49.7741957;37.5710888;586.1189733;734.3875821;547.2721227;553.7910077;;70.51660156;1.2;80.00%;95.42%;0.05;143.2607574;3;142.0012665;0.03;0.02;51.89864731;0.816228250;98.00%;2.597325087;0.1;0.1;2.5;80.00%;0.9;0.85;19950.2466692;3733.0646769;23683.3113461;9.1762590;1000;0.2;800
53.43%;4.21%;18.89%;1.31%;1.39%;0.91%;0.02%;0.38%;0.07%;19.39%;226.2128521;60.6895700;25.8704125;5475.6695715;90.97%;594.9347139;322.7428398;43.1473230;39.8712012;0.2291486;9.9279291;37.6887345;19.0853028;535.7650089;551.2611818;441.6666880;416.9663157;;53.30493164;1.2;80.00%;100.00%;0.05;146.1840363;3;158.3458252;0.03;0.02;58.71215057;0.784859423;98.00%;2.573224068;0.1;0.1;2.5;80.00%;0.9;0.85;21573.6614751;2826.6550881;24400.3165632;12.6912114;1000;0.2;800
52.78%;3.37%;19.79%;1.66%;0.77%;0.39%;0.01%;0.08%;0.12%;21.03%;223.4608709;66.3986724;20.9493609;5901.2224860;92.57%;598.0188210;321.1444087;42.1252418;31.9159021;0.2196638;7.9470596;30.1688920;18.0185916;485.1250456;517.8397239;460.0291014;391.9654583;;56.02727509;1.2;80.00%;99.99%;0.05;145.3134613;3;156.6918182;0.03;0.02;61.80649948;0.769364863;98.00%;2.764223576;0.1;0.1;2.5;80.00%;0.9;0.85;21062.6208978;2262.6668995;23325.2877973;15.6617211;1000;0.2;800
57.49%;7.51%;20.12%;0.26%;0.40%;0.89%;0.03%;0.21%;0.10%;12.99%;243.4021499;77.1155087;45.3688129;6892.0517540;83.81%;589.7690867;332.8314615;44.3554071;71.1241618;0.1208608;17.7099163;67.2309730;50.6816685;737.8510969;727.4423034;413.4462325;549.2037420;;62.99511337;1.2;80.00%;98.21%;0.05;142.2096252;3;151.2694397;0.03;0.02;67.70985413;0.737527808;98.00%;2.808285713;0.1;0.1;2.5;80.00%;0.9;0.85;22177.7035603;5042.3229719;27220.0265321;7.6551265;1000;0.2;800
56.85%;2.66%;17.07%;1.63%;0.39%;0.83%;0.15%;0.55%;0.01%;19.85%;240.6925069;63.7024935;16.8381511;5131.7142233;94.43%;657.1050490;348.8214368;37.7283694;25.1917803;0.0168383;6.2727533;23.8128346;15.9645856;468.7638965;451.7985956;431.5175181;342.4415367;;51.3376236;1.2;80.00%;100.00%;0.05;145.1768951;3;147.0962524;0.03;0.02;56.83832932;0.793838583;98.00%;2.322681665;0.1;0.1;2.5;80.00%;0.9;0.85;18864.1847204;1785.9625972;20650.1473176;21.3721805;1000;0.2;800
52.38%;6.95%;14.27%;0.87%;0.98%;0.85%;0.29%;0.20%;0.09%;23.12%;221.7673441;55.3608628;41.8717146;5635.0646150;79.54%;509.9448535;289.4656925;39.2434334;65.8206291;0.2259489;16.3893366;62.2177446;42.0238610;666.8784648;648.2647051;375.9006209;489.3179924;;69.3585968;1.2;80.00%;93.42%;0.05;140.2350769;3;144.147049;0.03;0.02;60.98619843;0.773544050;98.00%;2.78045702;0.1;0.1;2.5;80.00%;0.9;0.85;19621.7166791;4666.3308461;24288.0475252;7.5366906;1000;0.2;800
56.05%;4.90%;19.65%;2.89%;0.66%;0.40%;0.08%;0.58%;0.09%;14.71%;237.3054531;51.1246279;29.9026191;5640.4682590;87.34%;599.2356358;327.5447785;39.6888720;46.4059111;0.0762001;11.5550719;43.8657480;29.8758157;580.6403657;642.3047006;488.8056012;485.0039862;;70.85041046;1.2;80.00%;96.99%;0.05;144.942688;3;144.414505;0.03;0.02;52.14427948;0.815244574;98.00%;2.687677383;0.1;0.1;2.5;80.00%;0.9;0.85;19844.4360229;3289.9311001;23134.3671230;11.4387755;1000;0.2;800
61.80%;3.25%;15.74%;1.40%;0.45%;0.56%;0.06%;0.45%;0.10%;16.19%;261.6499019;78.3553051;20.4340992;5283.3408921;92.72%;701.4021285;373.9722807;24.4298195;30.7794309;0.0000000;7.6640783;29.0946288;19.7176328;525.5751995;461.8596797;401.5819577;350.3418401;;70.20879364;1.2;80.00%;98.86%;0.05;147.2592773;3;148.7352448;0.03;0.02;62.02140808;0.768219397;98.00%;2.15520525;0.1;0.1;2.5;80.00%;0.9;0.85;12214.9097398;2182.0971583;14397.0068980;19.0153846;1000;0.2;800
56.55%;5.96%;12.49%;1.75%;0.91%;0.59%;0.14%;0.53%;0.02%;21.07%;239.4223617;58.2885348;36.1827040;4926.8476763;87.31%;604.3296030;334.2728365;42.7169441;56.4447409;0.1533731;14.0547405;53.3550731;35.4809513;648.8052885;545.3557000;325.9079010;412.4883571;;64.44204712;1.2;80.00%;99.10%;0.05;144.134201;3;155.2567139;0.03;0.02;56.64403534;0.794722587;98.00%;2.208759069;0.1;0.1;2.5;80.00%;0.9;0.85;21358.4720729;4001.6304810;25360.1025539;9.4882550;1000;0.2;800
56.18%;6.30%;22.90%;2.02%;0.99%;0.64%;0.10%;0.36%;0.04%;10.48%;237.8558494;55.2678167;38.1574265;5341.3510208;86.21%;592.8010475;329.6238347;43.6938717;59.6647429;0.1831322;14.8565210;56.3988189;37.2803344;664.4499738;734.6453242;495.3822343;554.4030410;;74.41868591;1.2;80.00%;98.66%;0.05;147.0096436;3;156.4195404;0.03;0.02;55.40898514;0.800549899;98.00%;2.431003571;0.1;0.1;2.5;80.00%;0.9;0.85;21846.9358566;4229.9114145;26076.8472711;8.9174603;1000;0.2;800
57.54%;4.94%;13.20%;1.29%;1.22%;0.42%;0.16%;0.38%;0.14%;20.72%;243.6138407;85.2973476;30.3179914;6809.1642282;89.43%;629.8305788;343.6503153;42.0238195;46.7847349;0.1261728;11.6493990;44.2238357;25.6828019;597.4410484;495.8574632;337.3954840;375.7649936;;63.94694519;1.2;80.00%;99.17%;0.05;143.9250946;3;156.3306274;0.03;0.02;68.96430206;0.730366523;98.00%;2.779420376;0.1;0.1;2.5;80.00%;0.9;0.85;21011.9097683;3316.7876806;24328.6974489;11.6477733;1000;0.2;800
53.12%;5.79%;12.21%;0.32%;0.82%;0.74%;0.12%;0.30%;0.15%;26.43%;224.9003688;52.8845005;35.1106136;5586.6785850;87.53%;569.0898959;315.4493233;42.7485313;54.8347399;0.2300601;13.6538502;51.8332002;34.9812597;621.9439656;504.8706556;299.3197543;381.9849852;;51.53020859;1.2;80.00%;99.78%;0.05;140.4108734;3;155.4018097;0.03;0.02;55.29322433;0.801103470;98.00%;2.673709869;0.1;0.1;2.5;80.00%;0.9;0.85;21374.2656420;3887.4900143;25261.7556563;9.1744387;1000;0.2;800
62.38%;1.63%;22.22%;1.76%;0.57%;0.64%;0.29%;0.45%;0.13%;9.93%;264.1055159;74.1796635;10.9195648;6462.4803606;96.13%;734.0234876;384.5293821;24.0719725;15.4370684;0.0000000;3.8438300;14.5920754;7.1346897;440.8167261;488.3532058;525.0713301;370.2833708;;60.89189148;1.2;80.00%;99.46%;0.05;143.8582458;3;154.1291504;0.03;0.02;58.37631989;0.786530252;98.00%;2.696475267;0.1;0.1;2.5;80.00%;0.9;0.85;12035.9862615;1094.4056517;13130.3919132;38.2699387;1000;0.2;800
53.30%;2.04%;13.54%;1.23%;0.62%;0.55%;0.09%;0.22%;0.04%;28.36%;225.6624559;63.6080248;13.1365236;5247.5143453;95.32%;621.8618358;328.3027443;39.1798942;19.3200120;0.1545127;4.8106830;18.2624747;9.6762988;413.9284244;349.4851736;371.4979885;265.6883772;;62.61361694;1.2;80.00%;99.97%;0.05;148.5536652;3;152.8878784;0.03;0.02;58.80669022;0.784376169;98.00%;2.500937939;0.1;0.1;2.5;80.00%;0.9;0.85;19589.9471017;1369.6856009;20959.6327026;26.1274510;1000;0.2;800
51.26%;2.09%;15.34%;2.53%;0.35%;0.83%;0.19%;0.57%;0.06%;26.78%;217.0254688;47.3281674;13.3022251;5192.4056633;91.83%;576.1812292;304.8833483;37.2672711;19.7935417;0.2167983;4.9285919;18.7100844;12.1950316;396.1519541;438.6261939;461.6932770;332.2154690;;65.48043823;1.2;80.00%;96.56%;0.05;141.0643921;3;149.6178894;0.03;0.02;50.73335648;0.821292246;98.00%;2.769433022;0.1;0.1;2.5;80.00%;0.9;0.85;18633.6355679;1403.2563264;20036.8918943;24.5263158;1000;0.2;800
49.82%;5.84%;19.81%;2.88%;0.38%;0.89%;0.22%;0.51%;0.13%;19.52%;210.9287721;62.2686464;35.3749140;4748.6384899;85.31%;520.1918972;290.5265393;38.5574860;55.3082696;0.2037335;13.7717591;52.2808099;38.8599925;602.6808952;685.6847704;480.9494289;517.4778463;;72.37685394;1.2;80.00%;98.28%;0.05;148.1634674;3;142.2749634;0.03;0.02;64.50772858;0.755034888;98.00%;2.316436291;0.1;0.1;2.5;80.00%;0.9;0.85;19278.7430163;3921.0607398;23199.8037561;8.5308219;1000;0.2;800
55.34%;6.39%;17.40%;2.12%;0.65%;0.62%;0.03%;0.45%;0.04%;16.96%;234.2994429;58.1197518;38.6521588;5741.6754201;82.53%;559.0447424;312.6097050;42.4046167;60.5170964;0.1696178;15.0687570;57.2045163;40.6460535;654.2659145;683.0312798;441.4439001;515.5721760;;71.82727814;1.2;80.00%;94.86%;0.05;141.980896;3;147.9225616;0.03;0.02;59.4082222;0.781453571;98.00%;2.679873228;0.1;0.1;2.5;80.00%;0.9;0.85;21202.3083442;4290.3387204;25492.6470646;8.6604069;1000;0.2;800
55.19%;7.49%;16.86%;2.41%;1.42%;0.42%;0.05%;0.25%;0.11%;15.80%;233.6643703;53.9714310;45.1342403;6169.0341339;84.77%;572.6300090;323.7946644;44.9894431;70.9347499;0.1960775;17.6627527;67.0519291;42.3781754;728.7393938;688.3748385;377.1724093;519.6234429;;67.52493286;1.2;80.00%;99.93%;0.05;149.5692596;3;155.3391876;0.03;0.02;55.81797791;0.798694356;98.00%;2.794459343;0.1;0.1;2.5;80.00%;0.9;0.85;22494.7215477;5028.8946817;27523.6162294;7.3684913;1000;0.2;800
52.43%;4.40%;23.31%;1.50%;0.65%;0.46%;0.10%;0.26%;0.03%;16.87%;221.9790349;63.4147980;26.9801341;5507.1453322;90.41%;580.1966754;315.9009626;41.1897051;41.6706141;0.2053549;10.3759829;39.3896513;26.3684875;540.9126937;624.5716865;504.1500130;471.8982504;;54.44260406;1.2;80.00%;100.00%;0.05;146.5705414;3;153.0165405;0.03;0.02;61.23074722;0.772292731;98.00%;2.590820789;0.1;0.1;2.5;80.00%;0.9;0.85;20594.8525441;2954.2238450;23549.0763891;11.9159091;1000;0.2;800
61.69%;5.97%;16.52%;2.43%;1.34%;0.47%;0.03%;0.06%;0.07%;11.43%;261.1841820;92.2783525;36.4720765;6986.3927308;88.99%;671.9677295;369.3303132;45.1188093;56.5394468;0.0531405;14.0783223;53.4445950;32.1126978;680.4212656;605.3458564;379.3755564;458.0810284;;56.36931992;1.2;80.00%;100.00%;0.05;147.1723022;3;159.4230957;0.03;0.02;69.4598465;0.727500006;98.00%;2.614146233;0.1;0.1;2.5;80.00%;0.9;0.85;22559.4046526;4008.3446261;26567.7492787;10.3333333;1000;0.2;800
62.13%;5.80%;13.23%;2.79%;0.54%;0.48%;0.17%;0.16%;0.10%;14.59%;263.0470616;65.2625963;35.3487403;4848.5211417;87.09%;662.3180903;363.5506741;31.6535797;54.9294458;0.0000000;13.6774320;51.9227221;37.2930063;665.7560122;575.4436626;360.2844693;435.2292735;;70.96648407;1.2;80.00%;97.42%;0.05;145.0402222;3;147.4084015;0.03;0.02;57.42529678;0.790994128;98.00%;2.00612092;0.1;0.1;2.5;80.00%;0.9;0.85;15826.7898267;3894.2041594;19720.9939861;10.7120690;1000;0.2;800
61.28%;7.19%;15.01%;1.75%;0.45%;0.65%;0.19%;0.59%;0.05%;12.84%;259.4483170;84.5718416;43.5636051;6317.0123166;83.42%;625.6904264;350.1397504;44.5310543;68.0935716;0.1318227;16.9552993;64.3662710;47.9857785;734.9953268;674.2241083;376.9341537;509.5406105;;74.68730164;1.2;80.00%;96.13%;0.05;142.4148407;3;159.6230927;0.03;0.02;68.89402771;0.730766431;98.00%;2.443892002;0.1;0.1;2.5;80.00%;0.9;0.85;22265.5271721;4827.4703286;27092.9975007;8.5229485;1000;0.2;800
62.50%;6.61%;23.14%;2.92%;1.29%;0.29%;0.20%;0.09%;0.07%;2.89%;264.6135740;69.7376165;40.1465840;7261.4201079;87.36%;668.3156133;369.7695101;43.1794641;62.6006271;0.0264835;15.5875561;59.1739988;37.1044778;718.7800397;755.0427323;489.1333494;570.0426448;;71.15325165;1.2;80.00%;99.21%;0.05;147.0597534;3;156.8293304;0.03;0.02;59.54826355;0.780784117;98.00%;2.879814148;0.1;0.1;2.5;80.00%;0.9;0.85;21589.7320452;4438.0499127;26027.7819579;9.4553707;1000;0.2;800
55.01%;4.41%;19.52%;0.43%;1.06%;0.71%;0.12%;0.20%;0.06%;18.47%;232.9022832;69.0306956;27.0965053;4852.2896941;89.90%;605.3268540;328.9085174;39.3196545;41.7653200;0.0857455;10.3995647;39.4791732;23.1602341;553.1901874;558.8611486;435.0990337;422.6704159;;72.8313446;1.2;80.00%;99.00%;0.05;149.2489166;3;145.9770355;0.03;0.02;62.75699615;0.764333792;98.00%;2.175726414;0.1;0.1;2.5;80.00%;0.9;0.85;19659.8272390;2960.9379901;22620.7652292;12.4739229;1000;0.2;800
50.19%;2.97%;23.49%;1.91%;0.93%;0.82%;0.08%;0.08%;0.12%;19.40%;212.4952844;60.8145639;18.5301801;5962.5453350;92.61%;568.9084959;304.5932743;41.7804105;28.1276645;0.3168653;7.0037885;26.5880146;13.8687291;447.0556250;572.1186972;541.9329296;432.5771077;;62.10588074;1.2;80.00%;99.49%;0.05;143.4805603;3;159.9206696;0.03;0.02;60.42558289;0.776389412;98.00%;2.975511312;0.1;0.1;2.5;80.00%;0.9;0.85;20890.2052563;1994.1010954;22884.3063517;16.8989899;1000;0.2;800
51.95%;5.73%;13.09%;2.89%;0.85%;0.51%;0.14%;0.26%;0.13%;24.44%;219.9468027;72.9190252;34.8089378;5308.6339451;86.25%;548.4381936;304.7080935;40.1914970;54.2665042;0.1794237;13.5123596;51.2960686;34.3107803;608.7310726;561.6128344;361.4016292;424.6477061;;59.08851242;1.2;80.00%;98.53%;0.05;142.105072;3;145.6516724;0.03;0.02;68.29850769;0.734136045;98.00%;2.409685135;0.1;0.1;2.5;80.00%;0.9;0.85;20095.7484901;3847.2051436;23942.9536337;9.0663176;1000;0.2;800
62.13%;6.41%;22.23%;0.73%;1.18%;0.44%;0.20%;0.34%;0.03%;6.33%;263.0470616;53.4502898;38.8947032;5837.7647191;87.09%;662.3322484;365.8259545;19.0160587;60.7065082;0.0000000;15.1159206;57.3835601;36.5495466;703.6245326;707.0571602;453.8652476;533.8011055;;54.76034164;1.2;80.00%;98.57%;0.05;140.5544891;3;142.921463;0.03;0.02;50.09020996;0.824066474;98.00%;2.475768566;0.1;0.1;2.5;80.00%;0.9;0.85;9508.0293327;4303.7670106;13811.7963433;9.6926677;1000;0.2;800
57.54%;4.76%;13.70%;2.36%;1.48%;0.86%;0.18%;0.39%;0.02%;18.72%;243.6138407;64.6540158;29.1536288;4894.5973543;87.27%;614.6303133;335.0130840;37.5671523;45.0800280;0.0051972;11.2249270;42.6124409;22.3113638;579.3124673;540.8270832;394.2082572;409.0534961;;74.28978729;1.2;80.00%;96.38%;0.05;146.3610992;3;140.1301575;0.03;0.02;59.81909561;0.779324312;98.00%;2.188188553;0.1;0.1;2.5;80.00%;0.9;0.85;18783.5761508;3195.9330687;21979.5092195;12.0882353;1000;0.2;800
60.65%;2.35%;15.03%;2.64%;0.63%;0.51%;0.20%;0.20%;0.06%;17.72%;256.7810122;68.1386359;15.0969587;6624.5877374;95.03%;705.4346007;372.5372238;39.9988070;22.2558962;0.0396674;5.5417181;21.0376547;11.8204422;472.0050506;412.8976139;407.7957915;313.5437948;;66.61999512;1.2;80.00%;99.71%;0.05;146.6524963;3;159.3558655;0.03;0.02;56.71963501;0.794472148;98.00%;2.841462374;0.1;0.1;2.5;80.00%;0.9;0.85;19999.4034887;1577.8240991;21577.2275877;25.8085106;1000;0.2;800
51.55%;4.91%;19.65%;1.80%;1.30%;0.49%;0.28%;0.19%;0.14%;19.70%;218.2532758;59.0963980;29.8943942;5937.0854394;83.66%;527.8623217;290.8910573;38.3477487;46.5006171;0.2514716;11.5786537;43.9552699;24.8275622;548.7469610;642.7324096;495.4105842;485.2961728;;72.66949463;1.2;80.00%;93.81%;0.05;141.3108215;3;147.3995667;0.03;0.02;62.10758591;0.767813680;98.00%;2.98041296;0.1;0.1;2.5;80.00%;0.9;0.85;19173.8743643;3296.6452453;22470.5196096;10.4989817;1000;0.2;800
60.19%;7.67%;16.78%;1.46%;0.77%;0.48%;0.22%;0.09%;0.11%;12.23%;254.8334563;54.2489153;46.2734722;6903.8590564;85.33%;628.6177670;353.3060803;43.2921214;72.6394568;0.0720943;18.0872247;68.6633239;48.8696135;766.1558112;682.5036165;354.3695712;515.3374284;;55.73994446;1.2;80.00%;99.53%;0.05;141.4834595;3;154.7206879;0.03;0.02;52.5733757;0.813391622;98.00%;2.921164513;0.1;0.1;2.5;80.00%;0.9;0.85;21646.0606750;5149.7492935;26795.8099685;7.8474576;1000;0.2;800
53.48%;6.26%;23.15%;2.54%;0.92%;0.57%;0.22%;0.20%;0.07%;12.60%;226.4245430;76.6196123;37.9718641;6744.8624726;86.64%;567.1154679;316.3759170;40.7297345;59.2859191;0.1662244;14.7621939;56.0407311;37.5533482;650.3828511;732.6866689;497.7283997;553.0688818;;58.97462845;1.2;80.00%;99.81%;0.05;145.632843;3;149.1383362;0.03;0.02;68.87857056;0.730859947;98.00%;2.916669369;0.1;0.1;2.5;80.00%;0.9;0.85;20364.8672748;4203.0548341;24567.9221088;8.5431310;1000;0.2;800
61.38%;6.44%;18.30%;0.79%;0.99%;0.42%;0.13%;0.27%;0.03%;11.24%;259.8716987;80.1290312;39.1781741;5965.2812208;88.12%;662.0469509;365.9529050;43.6393095;60.9906261;0.0354486;15.1866659;57.6521259;38.2847863;705.1885296;632.6155137;377.9692437;478.3299202;;60.96144867;1.2;80.00%;99.99%;0.05;147.8128662;3;156.1729431;0.03;0.02;64.93049622;0.752885826;98.00%;2.310517073;0.1;0.1;2.5;80.00%;0.9;0.85;21819.6547456;4323.9094459;26143.5641915;9.5310559;1000;0.2;800
51.42%;7.08%;14.19%;1.84%;0.28%;0.65%;0.11%;0.16%;0.01%;24.26%;217.7028796;66.6160940;42.7119306;4969.9325563;84.36%;530.9731900;300.8553824;40.9913910;67.0518063;0.1684555;16.6958998;63.3815298;48.5565663;684.2300462;618.3672615;335.8800379;467.0647277;;56.82427597;1.2;80.00%;99.74%;0.05;145.3592682;3;142.9038544;0.03;0.02;66.20993805;0.745812915;98.00%;2.272774696;0.1;0.1;2.5;80.00%;0.9;0.85;20495.6954918;4753.6147325;25249.3102243;7.2627119;1000;0.2;800
58.78%;4.23%;24.34%;0.86%;1.50%;0.46%;0.04%;0.27%;0.10%;9.41%;248.8637740;54.5308052;26.0278890;6479.4276492;89.13%;641.2903138;346.6444506;40.2397791;40.0606131;0.0267078;9.9750927;37.8677784;18.3487960;558.4692801;648.2687617;532.5615356;489.6402456;;73.39626312;1.2;80.00%;97.17%;0.05;145.6816254;3;147.2172546;0.03;0.02;52.02706528;0.815780820;98.00%;2.961607456;0.1;0.1;2.5;80.00%;0.9;0.85;20119.8895494;2840.0833783;22959.9729277;13.8959811;1000;0.2;800
60.52%;7.02%;13.66%;2.07%;1.04%;0.87%;0.20%;0.14%;0.04%;14.45%;256.2306159;69.8522265;42.5277972;5490.6985502;86.87%;643.5009260;358.5684484;44.1370967;66.4835706;0.0951973;16.5544091;62.8443982;42.0460869;732.7156973;613.2158067;324.3214843;463.6417160;;58.3189621;1.2;80.00%;99.91%;0.05;144.3444519;3;159.3199005;0.03;0.02;60.98034668;0.773564711;98.00%;2.20443058;0.1;0.1;2.5;80.00%;0.9;0.85;22068.5483585;4713.3298618;26781.8782203;8.6210826;1000;0.2;800
51.97%;6.08%;16.81%;2.68%;1.49%;0.36%;0.26%;0.11%;0.10%;20.15%;220.0314790;65.1467627;36.8440244;4424.9281418;86.73%;551.6947237;307.6797827;39.6541586;57.5812122;0.1842577;14.3377218;54.4293363;31.7019100;632.1989158;619.7264702;397.1613042;468.1599925;;64.16101074;1.2;80.00%;99.89%;0.05;149.1247559;3;147.3934174;0.03;0.02;63.99370956;0.757668530;98.00%;2.042343378;0.1;0.1;2.5;80.00%;0.9;0.85;19827.0793177;4082.2002222;23909.2795399;8.5476974;1000;0.2;800
58.85%;5.33%;18.67%;1.46%;0.57%;0.91%;0.15%;0.22%;0.07%;13.77%;249.1601412;58.4507052;32.5302791;6267.4742700;89.70%;646.1695553;353.3959994;32.9614670;50.4782666;0.0000000;12.5690884;47.7151912;33.6809178;629.1294614;602.5159099;417.6199153;455.3777379;;54.90003586;1.2;80.00%;99.99%;0.05;147.2337799;3;144.2641602;0.03;0.02;54.30673981;0.805639935;98.00%;2.731594563;0.1;0.1;2.5;80.00%;0.9;0.85;16480.7334949;3578.6393396;20059.3728344;11.0412758;1000;0.2;800
60.23%;2.60%;12.27%;1.76%;1.37%;0.57%;0.16%;0.59%;0.02%;20.42%;255.0028089;93.3142142;16.6522564;5126.5621122;93.88%;692.1123032;366.7877375;40.1740297;24.6235447;0.0397022;6.1312626;23.2757030;7.6941063;481.2450366;379.5069804;360.3358448;288.7541758;;68.36161041;1.2;80.00%;99.05%;0.05;145.3901978;3;156.9638672;0.03;0.02;68.79306793;0.731283859;98.00%;2.045827866;0.1;0.1;2.5;80.00%;0.9;0.85;20087.0148325;1745.6777266;21832.6925591;23.1653846;1000;0.2;800
52.82%;7.29%;16.22%;1.90%;1.17%;0.50%;0.16%;0.27%;0.08%;19.59%;223.6302236;55.5232460;43.8972400;6209.2723461;81.33%;525.7851197;298.9237755;41.3716008;69.0406311;0.2064399;17.1911171;65.2614904;42.9432441;694.9596172;688.3063781;393.5370020;519.4017928;;74.45903015;1.2;80.00%;96.16%;0.05;144.9324188;3;146.0557251;0.03;0.02;59.98184204;0.778618467;98.00%;2.972858906;0.1;0.1;2.5;80.00%;0.9;0.85;20685.8004152;4894.6117796;25580.4121948;7.2455418;1000;0.2;800
